name,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,url
South Village Villa,0x8747e380576c0d3d:0x56d95f3902d243ec,38.5212668,-109.494937,Hotel,5.0,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8747e380576c0d3d:0x56d95f3902d243ec?authuser=-1&hl=en&gl=us
Lewis Clark Hotel,0x54a1cacbb9c99c9b:0x8481d4acc5f2da85,46.4216001,-117.03122019999999,Hotel,4.9,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a1cacbb9c99c9b:0x8481d4acc5f2da85?authuser=-1&hl=en&gl=us
SoMo Cabin,0x886c6d74af029867:0xb2077a619f777532,38.977374999999995,-86.480679,Resort hotel,4.5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886c6d74af029867:0xb2077a619f777532?authuser=-1&hl=en&gl=us
WhyHotel Baltimore Inner Harbor,0x89c8049c1d3e93cf:0x47ce8aef06449ee2,39.29206,-76.61228,Hotel,4.3,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c8049c1d3e93cf:0x47ce8aef06449ee2?authuser=-1&hl=en&gl=us
Holiday Inn Express & Suites Fultondale,0x88890491e9416625:0x2f85307a06ddb16,33.609813599999995,-86.80773339999999,Hotel,3.7,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88890491e9416625:0x2f85307a06ddb16?authuser=-1&hl=en&gl=us
Red Hotel LLC,0x88237ed89272a933:0xfae9725c54b93020,42.9598899,-83.6633781,Hotel,4.7,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88237ed89272a933:0xfae9725c54b93020?authuser=-1&hl=en&gl=us
IHG Army Hotels Hotels LaCasita,0x80d65fc4bdc65ed9:0x81a66053b1203b89,32.8638572,-114.4407348,Hotel,3.8,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d65fc4bdc65ed9:0x81a66053b1203b89?authuser=-1&hl=en&gl=us
America's Best Inn,0x862a6c4a09403b8b:0x649a471c0336ff71,33.505189,-90.190839,Hotel,3.6,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x862a6c4a09403b8b:0x649a471c0336ff71?authuser=-1&hl=en&gl=us
The Cottages At Queenstown Harbor,0x89b812078b35c7b1:0xd3dde3b0ae9efd26,38.9895668,-76.16824749999999,Resort hotel,4.7,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b812078b35c7b1:0xd3dde3b0ae9efd26?authuser=-1&hl=en&gl=us
Fox Run Unit 13,0x8857583e32aa194b:0x88a7ac89b0c32b53,35.469038999999995,-82.192431,Hotel,4.3,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8857583e32aa194b:0x88a7ac89b0c32b53?authuser=-1&hl=en&gl=us
Value Place,0x886b4bed06e62cfb:0x78109d3f8ccebbcb,39.8484695,-85.99980889999999,Hotel,2.3,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886b4bed06e62cfb:0x78109d3f8ccebbcb?authuser=-1&hl=en&gl=us
Danny's Lake View Resort,0x882725f1de5efd99:0x3c905802a4de8e78,44.2976254,-83.4112313,Resort hotel,4.4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x882725f1de5efd99:0x3c905802a4de8e78?authuser=-1&hl=en&gl=us
Now Voyager Cruises and Tours,0x880f7b6fe9298d85:0x709663a391855086,42.4197899,-88.616029,Hotel,5.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880f7b6fe9298d85:0x709663a391855086?authuser=-1&hl=en&gl=us
Mount Snow Golf Club,0x89e0e53c5a1a9683:0x3cb1c8d7b277afa9,42.936852699999996,-72.8675209,Resort hotel,4.6,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0e53c5a1a9683:0x3cb1c8d7b277afa9?authuser=-1&hl=en&gl=us
Keys Bungalows,0x88d0df50b8b4858d:0xd95dc51d5c0b3c21,24.713352099999998,-81.0812219,Hotel,5.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d0df50b8b4858d:0xd95dc51d5c0b3c21?authuser=-1&hl=en&gl=us
Casa Antigua Condo Vacation Rentals,0x86d72968cd785e7b:0x423245137101193d,31.5283451,-110.2647757,Extended stay hotel,5.0,24,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86d72968cd785e7b:0x423245137101193d?authuser=-1&hl=en&gl=us
the oak inn,0x87c5a07bf919961b:0xe69a1a2e3b3dab1,37.635045,-93.103121,Extended stay hotel,3.6,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c5a07bf919961b:0xe69a1a2e3b3dab1?authuser=-1&hl=en&gl=us
Courtyard 280,0x8889164cafbfc851:0x3fd6a9aedef4ec7e,33.4271615,-86.70422579999999,Hotel,3.5,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8889164cafbfc851:0x3fd6a9aedef4ec7e?authuser=-1&hl=en&gl=us
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us
Budget Motel,0x88153c40cfac3065:0xeb33fb9c206ccc6b,40.1597566,-85.37708119999999,Hotel,3.2,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88153c40cfac3065:0xeb33fb9c206ccc6b?authuser=-1&hl=en&gl=us
Black River Cozy Cabin,0x87d9db8458587acb:0x58529e69f3292956,37.4154197,-90.8223623,Hotel,4.4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d9db8458587acb:0x58529e69f3292956?authuser=-1&hl=en&gl=us
Blue Heron 1005 Rental Condo bh4rent.com,0x88dd8031130037e5:0xfb16d93b5d9a8016,28.3686145,-81.5015571,Resort hotel,4.5,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8031130037e5:0xfb16d93b5d9a8016?authuser=-1&hl=en&gl=us
The Crush Pad Vacation Rental,0x809a429ca4001767:0x2e0b0d0ccce361a6,38.600947,-120.678579,Hotel,5.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809a429ca4001767:0x2e0b0d0ccce361a6?authuser=-1&hl=en&gl=us
Hotel,0x88917bc780591bd3:0xe91f7016081d1a26,30.731531,-86.35842099999999,Hotel,4.1,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88917bc780591bd3:0xe91f7016081d1a26?authuser=-1&hl=en&gl=us
Hotel Miami,0x88d9026d0b35a6f3:0x867bafb869d92a6a,26.1988099,-80.11120269999999,Hotel,4.3,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9026d0b35a6f3:0x867bafb869d92a6a?authuser=-1&hl=en&gl=us
Golden City Lodge No 1,0x876b9acd2e552647:0x67a2e0440428d325,39.759704,-105.22002599999999,Hotel,5.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876b9acd2e552647:0x67a2e0440428d325?authuser=-1&hl=en&gl=us
Fenwick Island Beach,0x89b8d3dd1c1909f5:0x168fef3ef0effc13,38.4623346,-75.0512921,Resort hotel,4.9,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b8d3dd1c1909f5:0x168fef3ef0effc13?authuser=-1&hl=en&gl=us
Xanadu Salon and Spa,0x864721ea71232e53:0x10b74df4110d5341,30.3863585,-95.66654299999999,Resort hotel,4.8,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864721ea71232e53:0x10b74df4110d5341?authuser=-1&hl=en&gl=us
Super 8 Bridgeport,0x8823eb74a527e165:0xd8f77844bc3bfa83,43.353831,-83.867683,Hotel,3.3,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8823eb74a527e165:0xd8f77844bc3bfa83?authuser=-1&hl=en&gl=us
Solvang Alisal Vacation Cottages,0x80e954a10debd69d:0xb0cfac4e8d07499f,34.5935233,-120.1393789,Hotel,4.6,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e954a10debd69d:0xb0cfac4e8d07499f?authuser=-1&hl=en&gl=us
Nadlan Management Rooms,0x88d9b6bce4e6ce1f:0x6f6e7b92ee4d9d64,25.7844506,-80.2006561,Hotel,3.4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6bce4e6ce1f:0x6f6e7b92ee4d9d64?authuser=-1&hl=en&gl=us
Kern Kompound,0x87465be4ba83f32f:0x48b664a6d236c335,39.2525865,-108.9115393,Hotel,5.0,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87465be4ba83f32f:0x48b664a6d236c335?authuser=-1&hl=en&gl=us
Holiday Motel,0x87ecd129afeb290f:0x3e3aae625809aa2b,41.7275516,-94.9367766,Hotel,4.0,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ecd129afeb290f:0x3e3aae625809aa2b?authuser=-1&hl=en&gl=us
Vacation Rental,0x8859050b8bed64e7:0x9ddcb4e141859f21,35.1648772,-83.0680576,Hotel,4.6,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8859050b8bed64e7:0x9ddcb4e141859f21?authuser=-1&hl=en&gl=us
The Bowery Hotel,0x89df0171545c9d63:0xb32174675a59f436,43.2994285,-74.2179326,Hotel,4.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89df0171545c9d63:0xb32174675a59f436?authuser=-1&hl=en&gl=us
Clear Lake Resort - Cabin 10,0x882057f0895f87eb:0x7b350abc80a84eba,44.4005043,-84.28143329999999,Hotel,4.5,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x882057f0895f87eb:0x7b350abc80a84eba?authuser=-1&hl=en&gl=us
Driftwood Lodge,0x890068f84d269859:0xd2cb102ab3bf405d,33.6966785,-78.87438999999999,Hotel,2.3,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x890068f84d269859:0xd2cb102ab3bf405d?authuser=-1&hl=en&gl=us
Red Carpet Inn,0x88f1fec96aa2bb3f:0x51b7a2b9c4879d2,31.549645199999997,-83.53317179999999,Hotel,3.1,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f1fec96aa2bb3f:0x51b7a2b9c4879d2?authuser=-1&hl=en&gl=us
Cascades Condo B,0x4cb3ddac220a3245:0xdeb8a4e372dd57cc,44.471404,-70.8588065,Hotel,4.5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb3ddac220a3245:0xdeb8a4e372dd57cc?authuser=-1&hl=en&gl=us
AC Hotel by Marriott,0x8620a79ba89dd61d:0x3a482eecf4c1725d,29.9521321,-90.0714939,Hotel,4.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8620a79ba89dd61d:0x3a482eecf4c1725d?authuser=-1&hl=en&gl=us
Liki Tiki Village,0x88dd8913d1b0ce47:0x5e43925312a0c028,28.332154,-81.27883349999999,Hotel,4.1,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8913d1b0ce47:0x5e43925312a0c028?authuser=-1&hl=en&gl=us
Davis Building Jacksonville FL,0x88e5ca1cb6b0285f:0xed902f64f07a1c0,30.2463113,-81.5990869,Hotel,5.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ca1cb6b0285f:0xed902f64f07a1c0?authuser=-1&hl=en&gl=us
Plaza Inn,0x88926dd3c5bb65fb:0x2eacc86168958591,31.3379883,-85.8555586,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88926dd3c5bb65fb:0x2eacc86168958591?authuser=-1&hl=en&gl=us
McCoy Creek Winter Sports Shelter,0x54bfa63b1f6b0b63:0x986bc901b61864f1,44.725307099999995,-121.96639739999999,Hotel,4.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54bfa63b1f6b0b63:0x986bc901b61864f1?authuser=-1&hl=en&gl=us
Vendome Hotel,0x808f9e7a084f7291:0x5511d579cbdb549f,37.567380299999996,-122.3219701,Hotel,2.5,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f9e7a084f7291:0x5511d579cbdb549f?authuser=-1&hl=en&gl=us
Siegel Suites Senator,0x80994734d0d77d21:0xff9d0be53d4a5a08,39.5263175,-119.81554589999999,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80994734d0d77d21:0xff9d0be53d4a5a08?authuser=-1&hl=en&gl=us
Aspen Lodge,0x8726486a7adcb635:0x2c9b4efcdc57bda2,33.8439598,-109.1589736,Hotel,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8726486a7adcb635:0x2c9b4efcdc57bda2?authuser=-1&hl=en&gl=us
Sugar Creek Treehouse,0x885a0ae629193d9d:0xae61e7585a7550af,35.9890839,-82.2473957,Hotel,4.1,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885a0ae629193d9d:0xae61e7585a7550af?authuser=-1&hl=en&gl=us
Buckhorn Cabin Bed and Breakfast,0x865bc05f54ffca11:0xbd00c00cf830d9c2,30.2732,-98.8638,Hotel,4.8,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865bc05f54ffca11:0xbd00c00cf830d9c2?authuser=-1&hl=en&gl=us
Summit Inn and Suites,0x8640bfeb782384ab:0x2b855859e2ca69c2,29.7002015,-95.37769899999999,Hotel,3.3,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640bfeb782384ab:0x2b855859e2ca69c2?authuser=-1&hl=en&gl=us
Magnuson Inn Pensacola,0x8890be2c9ee1c88f:0x63f6e3b304f99f33,30.4933646,-87.2636318,Hotel,1.7000000000000002,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890be2c9ee1c88f:0x63f6e3b304f99f33?authuser=-1&hl=en&gl=us
Coleman Tower,0x86685f2c4c20621d:0x1508d53b94fb0a10,27.783457,-97.4139603,Hotel,3.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86685f2c4c20621d:0x1508d53b94fb0a10?authuser=-1&hl=en&gl=us
Red 'Ohana,0x7953831ad9c542ff:0xae2bded77a241da9,20.0286723,-155.7007199,Hotel,5.0,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x7953831ad9c542ff:0xae2bded77a241da9?authuser=-1&hl=en&gl=us
The Waypoint,0x889f07d3dd6ab427:0xcee6d8da5c32b779,29.2383711,-89.3644044,Hotel,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889f07d3dd6ab427:0xcee6d8da5c32b779?authuser=-1&hl=en&gl=us
Gables Inn,0x89e58d2585673e11:0x6aee4342876a7f77,41.173611799999996,-71.56120179999999,Hotel,4.8,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e58d2585673e11:0x6aee4342876a7f77?authuser=-1&hl=en&gl=us
Shamin Hotels Inc,0x89ba830ea4c05a5f:0xf8ceb0d6fecf0642,37.0576307,-76.3929823,Hotel,5.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ba830ea4c05a5f:0xf8ceb0d6fecf0642?authuser=-1&hl=en&gl=us
Reunion resort,0x88dd7964d912a701:0x218617bd62d7bbd4,28.2606862,-81.5949933,Hotel,3.7,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7964d912a701:0x218617bd62d7bbd4?authuser=-1&hl=en&gl=us
Chimney Ridge by Ski Village Resorts,0x876af666062a6ee3:0xe0088e374a3a6d2a,39.482853999999996,-106.0463608,Hotel,4.2,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876af666062a6ee3:0xe0088e374a3a6d2a?authuser=-1&hl=en&gl=us
ATL Hotel,0x88f50479153d8627:0x4d257e9692d602bc,33.762640999999995,-84.389575,Hotel,4.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f50479153d8627:0x4d257e9692d602bc?authuser=-1&hl=en&gl=us
H and H Trailor Park,0x86d80b463b3665b7:0xa04ea09ad7a26562,32.9251605,-109.2007416,Hotel,3.5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86d80b463b3665b7:0xa04ea09ad7a26562?authuser=-1&hl=en&gl=us
Sonder - The Townsman,0x80858097308a8b67:0x18c3ab00dee1ee2b,37.78338,-122.41904,Hotel,4.0,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80858097308a8b67:0x18c3ab00dee1ee2b?authuser=-1&hl=en&gl=us
Hampton Inn Longview,0x86364806b49f03ad:0xfd33b8ca599e4aa3,32.4437025,-94.7224828,Hotel,3.8,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86364806b49f03ad:0xfd33b8ca599e4aa3?authuser=-1&hl=en&gl=us
West End Hotel,0x80c2ba29d31d39b3:0xdf1a635e9ad10bf7,34.023114299999996,-118.3934467,Hotel,4.2,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ba29d31d39b3:0xdf1a635e9ad10bf7?authuser=-1&hl=en&gl=us
Ramada Anaheim Disneyland,0x80dcd7e67ff00001:0x4e0c9325b916f0ec,33.7946245,-117.91606669999999,Hotel,2.5,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd7e67ff00001:0x4e0c9325b916f0ec?authuser=-1&hl=en&gl=us
Holiday Palm Inn,0x88dd3ffab6cd40f9:0x9d57099e2a19403e,28.0554603,-81.95289029999999,Hotel,3.3,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd3ffab6cd40f9:0x9d57099e2a19403e?authuser=-1&hl=en&gl=us
casitas de guadelupe,0x8718503f95cfad17:0x66297c6a9f11b9b0,35.6900676,-105.94470659999999,Hotel,4.7,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8718503f95cfad17:0x66297c6a9f11b9b0?authuser=-1&hl=en&gl=us
Courtyard Detroit Farmington Hills,0x8824b094ffc7663b:0x113a2cd9c43fc119,42.4980267,-83.3606564,Hotel,2.8,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8824b094ffc7663b:0x113a2cd9c43fc119?authuser=-1&hl=en&gl=us
Buffalo River Motel,0x87ce7329fcd2f2e3:0xa56f7895054a3eeb,36.013393199999996,-92.7836591,Hotel,3.8,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ce7329fcd2f2e3:0xa56f7895054a3eeb?authuser=-1&hl=en&gl=us
Glen Hollow Wine Country Cottage,0x89d11853a57ca815:0x80db666c440faca,42.74462,-77.340317,Hotel,4.8,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d11853a57ca815:0x80db666c440faca?authuser=-1&hl=en&gl=us
Sandpiper Inn,0x8621ac6540f8a729:0x7d0142e10b223723,29.310234299999998,-90.6474097,Hotel,4.4,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8621ac6540f8a729:0x7d0142e10b223723?authuser=-1&hl=en&gl=us
Rio Palace Motor Inn,0x80c2c9f49cf71e55:0x2d34222942dfa9d9,33.941136199999995,-118.2779161,Hotel,3.7,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c9f49cf71e55:0x2d34222942dfa9d9?authuser=-1&hl=en&gl=us
Slice of Heaven Houghton Lake Resort,0x88203286189ad593:0xb5a2ed8f91c7642c,44.3137925,-84.76323409999999,Resort hotel,4.5,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88203286189ad593:0xb5a2ed8f91c7642c?authuser=-1&hl=en&gl=us
The Riverdeck,0x86e1d3f8d886086b:0x397b22d83f1565cf,33.3341754,-105.688841,Resort hotel,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86e1d3f8d886086b:0x397b22d83f1565cf?authuser=-1&hl=en&gl=us
Knights Inn Monroe MI,0x883b6e58af5c4351:0x386e232ef9f35ab5,41.925247399999996,-83.3623401,Hotel,2.0,37,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883b6e58af5c4351:0x386e232ef9f35ab5?authuser=-1&hl=en&gl=us
Malvern Depot,0x8794856d19183457:0x71d042868abcc6b9,41.003189299999995,-95.587893,Hotel,4.5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8794856d19183457:0x71d042868abcc6b9?authuser=-1&hl=en&gl=us
AC Hotel by Marriott Fort Lauderdale Beach,0x88d9002cad904b71:0x4d221f456a9d6822,26.12527,-80.10441999999999,Hotel,3.0,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9002cad904b71:0x4d221f456a9d6822?authuser=-1&hl=en&gl=us
Hawthorn Suites by Wyndham Missoula,0x535dcf951bda15a3:0x23173f121eb5b146,46.921628899999995,-114.07208299999999,Hotel,4.4,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x535dcf951bda15a3:0x23173f121eb5b146?authuser=-1&hl=en&gl=us
Kuza Garden Cottage,0x5495a6e763176b2d:0x35d5e93df0576319,45.5622962,-122.6351004,Hotel,4.5,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5495a6e763176b2d:0x35d5e93df0576319?authuser=-1&hl=en&gl=us
DeBourge Guesthouse,0x87d94e800f2ef1c9:0x769ae8af763156a6,38.563824,-91.019998,Hotel,4.7,34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d94e800f2ef1c9:0x769ae8af763156a6?authuser=-1&hl=en&gl=us
Music City Loft,0x88646659a39273e3:0xad38eedac3bb8577,36.163374,-86.778357,Hotel,4.9,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88646659a39273e3:0xad38eedac3bb8577?authuser=-1&hl=en&gl=us
Catalina Boathouse,0x80dd729e8d2a292f:0xee60c0dd4f2c9aa7,33.344834999999996,-118.3287637,Hotel,3.9,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd729e8d2a292f:0xee60c0dd4f2c9aa7?authuser=-1&hl=en&gl=us
Summer Bay Guest Services,0x88f54f7601c07713:0x69d170700906d493,34.1761437,-84.7887363,Resort hotel,3.6,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f54f7601c07713:0x69d170700906d493?authuser=-1&hl=en&gl=us
Preferred Guest Holdings,0x88e77ef85700ebc5:0x4ff530153fe80c4d,28.453958099999998,-81.46342369999999,Resort hotel,4.1,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ef85700ebc5:0x4ff530153fe80c4d?authuser=-1&hl=en&gl=us
Muddy Creek Retreat,0x883381f34c3048a9:0xa792b69d21eaba00,40.919837,-80.1095306,Hotel,5.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883381f34c3048a9:0xa792b69d21eaba00?authuser=-1&hl=en&gl=us
Motel 6,0x86fbd75f8f1c99c3:0x66c4afa57e27adc2,31.951881399999998,-102.1436284,Hotel,2.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fbd75f8f1c99c3:0x66c4afa57e27adc2?authuser=-1&hl=en&gl=us
Lincoln Motel,0x880b552c3cb1276d:0x2963fc9defb3ff61,39.493488899999996,-117.07282219999999,Hotel,3.8,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880b552c3cb1276d:0x2963fc9defb3ff61?authuser=-1&hl=en&gl=us
Rest Area NJ,0x89c71d9345fb95f1:0xf4052cd63842cd8,39.7009846,-75.4585414,Hotel,4.6,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c71d9345fb95f1:0xf4052cd63842cd8?authuser=-1&hl=en&gl=us
Beaver Creek Auto Rentals,0x56e73c5d1821d9b1:0xbf81c097805429ad,59.041652799999994,-158.55097899999998,Extended stay hotel,4.7,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56e73c5d1821d9b1:0xbf81c097805429ad?authuser=-1&hl=en&gl=us
"Cabin ""Heaven's Peak""",0x885939aace656923:0xa61146c62cbae473,35.3785192,-83.3700903,Hotel,4.8,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885939aace656923:0xa61146c62cbae473?authuser=-1&hl=en&gl=us
"South Mountain Resort, Lincoln, NH",0x88176b7d4215e70b:0x33020f40dcec1623,42.193056399999996,-85.8553383,Resort hotel,3.3,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88176b7d4215e70b:0x33020f40dcec1623?authuser=-1&hl=en&gl=us
Auberge Resorts Collection,0x808585495e17fb17:0x1bfbaae122af3068,37.9006338,-122.51439239999999,Resort hotel,4.0,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808585495e17fb17:0x1bfbaae122af3068?authuser=-1&hl=en&gl=us
Lifestyles Resorts & Spa,0x88e778dcc76bc015:0xf6c9873398e9f2f8,28.517803999999998,-81.48186439999999,Resort hotel,3.4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e778dcc76bc015:0xf6c9873398e9f2f8?authuser=-1&hl=en&gl=us
Whispering Winds Resort,0x52a52c22a95dc46f:0xb9fa2aa050c2d45f,47.950457199999995,-92.6532498,Resort hotel,5.0,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x52a52c22a95dc46f:0xb9fa2aa050c2d45f?authuser=-1&hl=en&gl=us
Mountain Laurel Rest,0x8858df5f9e4704bb:0xcc4cf29a75372a5e,35.0314286,-83.318383,Hotel,5.0,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8858df5f9e4704bb:0xcc4cf29a75372a5e?authuser=-1&hl=en&gl=us
Brandt's Ice Fishing,0x52b3e046696a8b8b:0x3c4b342da332ac43,46.126391899999994,-93.60328919999999,Resort hotel,3.6,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x52b3e046696a8b8b:0x3c4b342da332ac43?authuser=-1&hl=en&gl=us
A Walden's Pond,0x56c6669b63e32e1b:0x89b4b8199a0adbea,60.537696,-150.993066,Hotel,4.3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c6669b63e32e1b:0x89b4b8199a0adbea?authuser=-1&hl=en&gl=us
Regal Inn,0x88813508114ee46d:0xef3731a02d9266e7,33.4654101,-88.80874,Hotel,3.9,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88813508114ee46d:0xef3731a02d9266e7?authuser=-1&hl=en&gl=us
Brooks House Suites,0x86499698e06b73a3:0xd95030b3fbf4c7d8,32.663432,-95.4841107,Hotel,4.6,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86499698e06b73a3:0xd95030b3fbf4c7d8?authuser=-1&hl=en&gl=us
Decorah House,0x87fbad93e4500001:0x1c7f1501680ed022,43.3020019,-91.7778081,Hotel,5.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87fbad93e4500001:0x1c7f1501680ed022?authuser=-1&hl=en&gl=us
Howler Haus,0x865bc1d114ca2253:0xd9524eaaaeba56ab,30.2772272,-98.86196989999999,Hotel,4.8,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865bc1d114ca2253:0xd9524eaaaeba56ab?authuser=-1&hl=en&gl=us
Thrifty Lodge Motel,0x80dcab6251c95191:0xb438eee95aae06a,34.0572419,-117.1769243,Hotel,4.4,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcab6251c95191:0xb438eee95aae06a?authuser=-1&hl=en&gl=us
Winchester Inn,0x89b5efbead574251:0xd7b58c3ff55f57d7,39.1843998,-78.1391901,Hotel,1.7000000000000002,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b5efbead574251:0xd7b58c3ff55f57d7?authuser=-1&hl=en&gl=us
Sunset Bay Vacation Condo's,0x549e070a5868ae71:0x484e56e80cb29728,47.892728299999995,-117.659543,Extended stay hotel,3.8,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549e070a5868ae71:0x484e56e80cb29728?authuser=-1&hl=en&gl=us
Weddings at Embassy Suites - Minneapolis Airport,0x87f62f1f6a05c937:0xdbc944f655ce893f,44.860344399999995,-93.22198949999999,Hotel,3.9,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f62f1f6a05c937:0xdbc944f655ce893f?authuser=-1&hl=en&gl=us
